titulo,especificacoes,categoria,caracteristicas,vantagens,sobre o produto,imagem,link
União de Redução Metálica,SCB: 97448 | Embalagem: 10 | Bitola: DN 20 x 16 | SCB: 97449 | Embalagem: 10 | Bitola: DN 25 x 16 | SCB: 97450 | Embalagem: 10 | Bitola: DN 25 x 20 | SCB: 97451 | Embalagem: 10 | Bitola: DN 32 x 25 | ,produtos|predial|agua-quente|amanco-pex|uniao-de-reducao-metalica,"Tubos nos diâmetros de DN 16, 20, 25 e 32 mm,Bobinas de 50 m (para 25 e 32 mm) e 100 m (para 16 e 20 mm),Conexões com roscas NBR NM ISO 7-1","Tubulação maleável: Os tubos Amanco PEX permitem que sejam feitas curvas, diminuindo a quantidade de conexões,Facilidade de instalação, pois permite manuseio rápido e instalações ponto a ponto,Utilização de diâmetros menores, se comparado a sistemas convencionais de instalações hidráulicas (PPR, CPVC e PVC),Instalação que permite fácil manutenção e redução de entulho  já que não necessita de quebra de parede,Leveza que facilita tanto o transporte das bobinas assim como estocagem,Diminuição do desperdício durante instalação,Alta resistência química e à corrosão,Baixa perda calorífica,É compatível com vários métodos construtivos (drywall, alvenaria convencional e estrutural).","O Amanco PEX Monocamada atende instalações hidráulicas prediais de água quente e fria. O sistema utiliza bobinas de tubos em polietileno reticulado e conexões metálicas do tipo anel deslizantes (slide fi) com corpo constituído de latão, altamente resistente a ataques químicos.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2849/medium_UNIAO-DE-REDUCAO-METALICA-SCB-97448-97449-97450-97451-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-pex/uniao-de-reducao-metalica
União de Redução com Soquete,CCB: 98196 | Embalagem: 10 | Bitola: DN 22 x DN 15 | CCB: 98197 | Embalagem: 5 | Bitola: DN 28 x DN 22 | ,produtos|predial|agua-quente|amanco-flextemp|uniao-de-reducao-com-soquete,"Tubos em polibutileno e conexões por Push-Fit que garantem praticidade e rapidez na instalação de sistemas de condução de água quente e fria,Manutenção fácil e sem perda de tubos e conexões,Diâmetros e metragens de bobina: DN 15 com bobina de 100 m, DN 22 e DN 28 com bobina de 50 m,Atende a uma pressão de serviço 80 m.c.a,Temperatura máxima de trabalho: 70° C.","Economia,Qualidade Comprovada,Flexibilidade dos Tubos,Durabilidade,Segurança das Juntas.","A linha Amanco Flextemp é um sistema de tubulação flexivel com tecnologia inovadora desenvolvida para instalações prediais de água quente e fria sob pressão. A linha pode ser utilizada em instalações comerciais e residencias, com sistema de engate rápido tipo Push fit (click), o que garante a produtividade da instalação.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2882/medium_UNIAO-DE-REDUCAO-COM-SOQUETE-98196-98197-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-flextemp/uniao-de-reducao-com-soquete
União Metálica,SCB: 97452 | Embalagem: 10 | Bitola: DN 16 | SCB: 97453 | Embalagem: 10 | Bitola: DN 20 | SCB: 97454 | Embalagem: 10 | Bitola: DN 25 | SCB: 97455 | Embalagem: 10 | Bitola: DN 32 | ,produtos|predial|agua-quente|amanco-pex|uniao-metalica,"Tubos nos diâmetros de DN 16, 20, 25 e 32 mm,Bobinas de 50 m (para 25 e 32 mm) e 100 m (para 16 e 20 mm),Conexões com roscas NBR NM ISO 7-1","Tubulação maleável: Os tubos Amanco PEX permitem que sejam feitas curvas, diminuindo a quantidade de conexões,Facilidade de instalação, pois permite manuseio rápido e instalações ponto a ponto,Utilização de diâmetros menores, se comparado a sistemas convencionais de instalações hidráulicas (PPR, CPVC e PVC),Instalação que permite fácil manutenção e redução de entulho  já que não necessita de quebra de parede,Leveza que facilita tanto o transporte das bobinas assim como estocagem,Diminuição do desperdício durante instalação,Alta resistência química e à corrosão,Baixa perda calorífica,É compatível com vários métodos construtivos (drywall, alvenaria convencional e estrutural).","O Amanco PEX Monocamada atende instalações hidráulicas prediais de água quente e fria. O sistema utiliza bobinas de tubos em polietileno reticulado e conexões metálicas do tipo anel deslizantes (slide fi) com corpo constituído de latão, altamente resistente a ataques químicos.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2848/medium_UNIAO-METALICA--97452-97453-97454-97455-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-pex/uniao-metalica
União Flangeada Fêmea/Fêmea,CCB: 14725 | Embalagem: 5 | Bitola: DN 40 | CCB: 14726 | Embalagem: 2 | Bitola: DN 50 | CCB: 14727 | Embalagem: 1 | Bitola: DN 63 | CCB: 14728 | Embalagem: 1 | Bitola: DN 75 | CCB: 14729 | Embalagem: 1 | Bitola: DN 90 | CCB: 14730 | Embalagem: 1 | Bitola: DN 110 | ,produtos|predial|agua-quente|amanco-ppr|uniao-flangeada-f-f,"Sistema composto por tubos com comprimentos comerciais de 3 metros,Permitem a realização de instalações hidráulicas das mais variadas formas,Excelente resultado no tempo de aplicação. Junção por termofusão.","Suporta maiores temperaturas,Material atóxico,Livre de corrosão,Sem incrustações,Maior isolamento acústico,Resistência a impactos,Reciclável,Melhor custo-benefício,Maior produtividade,Não requer isolamento térmico,Garantia total das juntas,Limpeza da instalação,Otimização de projeto,Maior flxibilidade","Os tubos e conexões Amanco PPR são uma solução para condução de água quente e fria em instalações hidráulicas.São fabricados com um material inovador e de última geração, o Polipropileno Copolímero Random - tipo 3.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2796/medium_UNIAO-FLANGEADA-F-F-14725-14726-14727-14728-14729-14730-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-ppr/uniao-flangeada-f-f
União Mista,"CCB: 14734 | Embalagem: 5 | Bitola: DN 20 x 1/2"" | CCB: 14735 | Embalagem: 5 | Bitola: DN 25 x 3/4"" | CCB: 14736 | Embalagem: 5 | Bitola: DN 32 x 1"" | ",produtos|predial|agua-quente|amanco-ppr|uniao-mista,"Sistema composto por tubos com comprimentos comerciais de 3 metros,Permitem a realização de instalações hidráulicas das mais variadas formas,Excelente resultado no tempo de aplicação. Junção por termofusão.","Suporta maiores temperaturas,Material atóxico,Livre de corrosão,Sem incrustações,Maior isolamento acústico,Resistência a impactos,Reciclável,Melhor custo-benefício,Maior produtividade,Não requer isolamento térmico,Garantia total das juntas,Limpeza da instalação,Otimização de projeto,Maior flxibilidade","Os tubos e conexões Amanco PPR são uma solução para condução de água quente e fria em instalações hidráulicas.São fabricados com um material inovador e de última geração, o Polipropileno Copolímero Random - tipo 3.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2797/medium_UNIAO-MISTA-14734-14735-14736-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-ppr/uniao-mista
União Fêmea/Fêmea,CCB: 20318 | Embalagem: 10 | Bitola: DN 15 | CCB: 20319 | Embalagem: 10 | Bitola: DN 22 | CCB: 20320 | Embalagem: 10 | Bitola: DN 28 | CCB: 20321 | Embalagem: 5 | Bitola: DN 35 | CCB: 20322 | Embalagem: 5 | Bitola: DN 42 | CCB: 20323 | Embalagem: 2 | Bitola: DN 54 | CCB: 20324 | Embalagem: 1 | Bitola: DN 73 | CCB: 20325 | Embalagem: 1 | Bitola: DN 89 | ,produtos|predial|agua-quente|amanco-cpvc|uniao-608de472-06b0-48c8-b01b-b0ab1e8a4f57,"Cor: Bege,Diâmetros nominais:15,22,28,35,42,54,73,89 e 114."," ,Desempenho Elevado:, Melhor comportamento contra golpes de aríete (sobre pressão) e impactos., ,Material atóxico:, Proporciona maior segurança para os usuários., ,Livre de corrosão: ,Tem alta resistência química, proporcionando durabilidade. Elimina o risco de trocas e vazamentos devido a oxidação., ,Sem incrustações: ,Por ter paredes internas extremamente lisas e não conduzir energia elétrica, proporciona que ao longo do tempo a instalação fique sem incrustações e sem redução do diâmetro da tubulação., ,Mais Resistência: ,Suporta pressão de serviço de 8,6 Bar (86 mca) conduzindo agua a 82°C e de 30 Bar (300 mca) conduzindo agua a 20°C, ,Junta Simples:, A união de tubos e conexões é feito por junta soldável a frio com Adesivo Plástico CPVC.","Sistema composto de tubos e conexões fabricado com o composto FlowGuard®, que resulta em um produto final com resistência superior ao CPVC Convencional.,Indicado para instalações de água quente e fria sob pressão em edificações.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2823/medium_UNIAO-CCB-18134-18135-18136-18874-18875-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-cpvc/uniao-608de472-06b0-48c8-b01b-b0ab1e8a4f57
União,CCB: 14731 | Embalagem: 5 | Bitola: DN 20 | CCB: 14732 | Embalagem: 5 | Bitola: DN 25 | CCB: 14733 | Embalagem: 5 | Bitola: DN 32 | ,produtos|predial|agua-quente|amanco-ppr|uniao-c5bfc64c-c9fc-4ec8-aa0f-ac80ab20e733,"Sistema composto por tubos com comprimentos comerciais de 3 metros,Permitem a realização de instalações hidráulicas das mais variadas formas,Excelente resultado no tempo de aplicação. Junção por termofusão.","Suporta maiores temperaturas,Material atóxico,Livre de corrosão,Sem incrustações,Maior isolamento acústico,Resistência a impactos,Reciclável,Melhor custo-benefício,Maior produtividade,Não requer isolamento térmico,Garantia total das juntas,Limpeza da instalação,Otimização de projeto,Maior flxibilidade","Os tubos e conexões Amanco PPR são uma solução para condução de água quente e fria em instalações hidráulicas.São fabricados com um material inovador e de última geração, o Polipropileno Copolímero Random - tipo 3.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2795/medium_UNIAO-14731-14732-14733-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-ppr/uniao-c5bfc64c-c9fc-4ec8-aa0f-ac80ab20e733
União,CCB: 98193 | Embalagem: 10 | Bitola: DN 15 | CCB: 98194 | Embalagem: 10 | Bitola: DN 22 | CCB: 98195 | Embalagem: 5 | Bitola: DN 28 | ,produtos|predial|agua-quente|amanco-flextemp|uniao-24b73edc-1184-4ea9-bf82-3737ede28cd9,"Tubos em polibutileno e conexões por Push-Fit que garantem praticidade e rapidez na instalação de sistemas de condução de água quente e fria,Manutenção fácil e sem perda de tubos e conexões,Diâmetros e metragens de bobina: DN 15 com bobina de 100 m, DN 22 e DN 28 com bobina de 50 m,Atende a uma pressão de serviço 80 m.c.a,Temperatura máxima de trabalho: 70° C.","Economia,Qualidade Comprovada,Flexibilidade dos Tubos,Durabilidade,Segurança das Juntas.","A linha Amanco Flextemp é um sistema de tubulação flexivel com tecnologia inovadora desenvolvida para instalações prediais de água quente e fria sob pressão. A linha pode ser utilizada em instalações comerciais e residencias, com sistema de engate rápido tipo Push fit (click), o que garante a produtividade da instalação.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2881/medium_UNIAO-98193-98194-98195-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-flextemp/uniao-24b73edc-1184-4ea9-bf82-3737ede28cd9
Tubo Amanco PPR PN 25,"CCB: 17739 | Embalagem: 30 | Bitola: DN 20 | Comprimento: 3 metros | Espessura: 3,4 esp | CCB: 17740 | Embalagem: 25 | Bitola: DN 25 | Comprimento: 3 metros | Espessura: 4,2 esp | CCB: 17741 | Embalagem: 15 | Bitola: DN 32 | Comprimento: 3 metros | Espessura: 5,4 esp | CCB: 17742 | Embalagem: 10 | Bitola: DN 40 | Comprimento: 3 metros | Espessura: 6,7 esp | CCB: 17744 | Embalagem: 5 | Bitola: DN 50 | Comprimento: 3 metros | Espessura: 8,4 esp | CCB: 17746 | Embalagem: 4 | Bitola: DN 63 | Comprimento: 3 metros | Espessura: 10,5 esp | CCB: 17748 | Embalagem: 3 | Bitola: DN 75 | Comprimento: 3 metros | Espessura: 12,5 esp | CCB: 17750 | Embalagem: 2 | Bitola: DN 90 | Comprimento: 3 metros | Espessura: 15,0 esp | CCB: 17752 | Embalagem: 1 | Bitola: DN 110 | Comprimento: 3 metros | Espessura: 18,3 esp | ",produtos|predial|agua-quente|amanco-ppr|tubo-amanco-ppr-pn-25,"Sistema composto por tubos com comprimentos comerciais de 3 metros,Permitem a realização de instalações hidráulicas das mais variadas formas,Excelente resultado no tempo de aplicação. Junção por termofusão.","Suporta maiores temperaturas,Material atóxico,Livre de corrosão,Sem incrustações,Maior isolamento acústico,Resistência a impactos,Reciclável,Melhor custo-benefício,Maior produtividade,Não requer isolamento térmico,Garantia total das juntas,Limpeza da instalação,Otimização de projeto,Maior flexibilidade","Os tubos e conexões Amanco PPR são uma solução para condução de água quente e fria em instalações hidráulicas. São fabricados com um material inovador e de última geração, o Polipropileno Copolímero Random - tipo 3.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2765/medium_TUBO-AMANCO-PPR-PN-25-17739-17740-17741-17742-17744-17746-17748-17750-17752-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-ppr/tubo-amanco-ppr-pn-25
Válvula de Retenção,CCB: 98904 | Embalagem: 1 | Bitola: DN 150 | CCB: 11892 | Embalagem: 1 | Bitola: DN 100 | ,produtos|predial|esgoto|acessorios|valvula-de-retencao,"Receber os despejos dos ramais de descarga,Ramais de esgoto primário e ramais de esgoto secundário,Direcionando os ramais aos sistemas coletores de esgoto predial.","Servem também como sifões do sistema de esgoto,Impede que gases originados nestas tubulações retornem as áreas habitada das edificações.","Sistema composto por caixas sifonadas, Caixa de Gordura, Caixa de Inspeção, ralos e complementos destinados a instalações prediais e condominiais.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3116/medium_VALVULA-DE-RETENCAO-11892-WEB.jpg,http://amanco.com.br/produtos/predial/esgoto/acessorios/valvula-de-retencao
Tubo Super CPVC,CCB: 20327 | Embalagem: 20 | Bitola: DN 15 | Comprimento: 3 metros | CCB: 20328 | Embalagem: 10 | Bitola: DN 22 | Comprimento: 3 metros | CCB: 20329 | Embalagem: 10 | Bitola: DN 28 | Comprimento: 3 metros | CCB: 20330 | Embalagem: 5 | Bitola: DN 35 | Comprimento: 3 metros | CCB: 20331 | Embalagem: 1 | Bitola: DN 42 | Comprimento: 3 metros | CCB: 20332 | Embalagem: 1 | Bitola: DN 54 | Comprimento: 3 metros | CCB: 20333 | Embalagem: 1 | Bitola: DN 73 | Comprimento: 3 metros | CCB: 20334 | Embalagem: 1 | Bitola: DN 89 | Comprimento: 3 metros | CCB: 20335 | Embalagem: 1 | Bitola: DN 114 | Comprimento: 3 metros | ,produtos|predial|agua-quente|amanco-cpvc|tubo-e60bb352-b8d0-4c8b-9985-86e201d44ef3,Cor: Bege – Tubo com faixa vermelha;,"
,Desempenho Elevado:, Melhor comportamento contra golpes de aríete (sobre pressão) e impactos., ,Material atóxico:, Proporciona maior segurança para os usuários., ,Livre de corrosão: ,Tem alta resistência química, proporcionando durabilidade. Elimina o risco de trocas e vazamentos devido a oxidação., ,Sem incrustações: ,Por ter paredes internas extremamente lisas e não conduzir energia elétrica, proporciona que ao longo do tempo a instalação fique sem incrustações e sem redução do diâmetro da tubulação., ,Mais Resistência: ,Suporta pressão de serviço de 8,6 Bar (86 mca) conduzindo agua a 82°C e de 30 Bar (300 mca) conduzindo agua a 20°C, ,Junta Simples:, A união de tubos e conexões é feito por junta soldável a frio com Adesivo Plástico CPVC.","Sistema composto de tubos e conexões fabricado com o composto FlowGuard®, que resulta em um produto final com resistência superior ao CPVC Convencional.,Indicado para instalações de água quente e fria sob pressão em edificações.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3268/medium_tubo_ultratemp_cpvc%2B_28003_29.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-cpvc/tubo-e60bb352-b8d0-4c8b-9985-86e201d44ef3
Tubo Amanco PPR PN 20,"CCB: 17724 | Embalagem: 30 | Bitola: DN 20 | Comprimento: 3 metros | Espessura: 2,8 esp | CCB: 17725 | Embalagem: 25 | Bitola: DN 25 | Comprimento: 3 metros | Espessura: 3,5 esp | CCB: 17726 | Embalagem: 10 | Bitola: DN 32 | Comprimento: 3 metros | Espessura: 4,4 esp | CCB: 17727 | Embalagem: 10 | Bitola: DN 40 | Comprimento: 3 metros | Espessura: 5,5 esp | CCB: 17729 | Embalagem: 5 | Bitola: DN 50 | Comprimento: 3 metros | Espessura: 6,9 esp | CCB: 17731 | Embalagem: 4 | Bitola: DN 63 | Comprimento: 3 metros | Espessura: 8,6 esp | CCB: 17733 | Embalagem: 3 | Bitola: DN 75 | Comprimento: 3 metros | Espessura: 10,3 esp | CCB: 17735 | Embalagem: 2 | Bitola: DN 90 | Comprimento: 3 metros | Espessura: 12,3 esp | CCB: 17737 | Embalagem: 1 | Bitola: DN 110 | Comprimento: 3 metros | Espessura: 15,1 esp | ",produtos|predial|agua-quente|amanco-ppr|tubo-amanco-ppr-pn-20,"Sistema composto por tubos com comprimentos comerciais de 3 metros,Permitem a realização de instalações hidráulicas das mais variadas formas,Excelente resultado no tempo de aplicação. Junção por termofusão.","Suporta maiores temperaturas,Material atóxico,Livre de corrosão,Sem incrustações,Maior isolamento acústico,Resistência a impactos,Reciclável,Melhor custo-benefício,Maior produtividade,Não requer isolamento térmico,Garantia total das juntas,Limpeza da instalação,Otimização de projeto,Maior flexibilidade","Os tubos e conexões Amanco PPR são uma solução para condução de água quente e fria em instalações hidráulicas. São fabricados com um material inovador e de última geração, o Polipropileno Copolímero Random - tipo 3.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2764/medium_TUBO-AMANCO-PPR-PN-20-17724-17725-17726-17727-17729-17731-17733-17735-17737-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-ppr/tubo-amanco-ppr-pn-20
